Título,Fecha de Publicación,URL
"Eva Pando, directora de Fundación Caja Rural de Asturias, Premio a la Directiva del Año",2024-11-14,https://www.lavozdeasturias.es/noticia/inasturias/2024/11/14/eva-pando-directora-fundacion-caja-rural-asturias-premio-directiva-ano/00031731608053373605940.htm
"Alphatech, Agrolinera, Loutkar Robotics y SVMAC, empresas ganadoras de los Premios Radar",2024-11-14,https://www.lavozdeasturias.es/noticia/inasturias/2024/11/14/alphatech-agrolinera-loutkar-robotics-svmac-empresas-ganadoras-premios-radar/00031731601130580250868.htm
"Los pueblos más sobrevalorados de Asturias, según los asturianos",2024-11-14,https://www.lavozdeasturias.es/noticia/viral/2024/11/14/pueblos-sobrevalorados-asturias-segun-asturianos/00031731580581495815878.htm
Visita la región de la Baja Silesia,2024-11-14,https://www.lavozdeasturias.es/noticia/loquenotedebesperder/2024/11/14/visita-region-baja-silesia/00031731579235570978829.htm
Hallado el cuerpo de un hombre con signos de violencia en Avilés,2024-11-14,https://www.lavozdeasturias.es/noticia/aviles/2024/11/14/hallado-cuerpo-hombre-signos-violencia-aviles/00031731601007560845540.htm
La Feria Talento de Avilés congrega a 800 jóvenes en busca de empleo,2024-11-14,https://www.lavozdeasturias.es/noticia/aviles/2024/11/14/feria-talento-aviles-congrega-centenares-jovenes-busca-empleo/00031731584016321915693.htm
"Así marcha Amazon en Bobes tras dos meses a pleno funcionamiento: 1.000 trabajadores, juventud y asturianía",2024-11-14,https://www.lavozdeasturias.es/noticia/siero/2024/11/14/marcha-amazon-bobes-tras-dos-meses-pleno-funcionamiento-1000-trabajadores-juventud-asturiania/00031731582899122912944.htm
Working standing up does not reduce cardiovascular risk or compensate for a sedentary lifestyle,2024-11-14,https://english.elpais.com/lifestyle/2024-11-14/working-standing-up-does-not-reduce-cardiovascular-risk-or-compensate-for-a-sedentary-lifestyle.html
"Paco Plaza y Andoni Luis Aduriz entre fogones, José María Merino, Juan Fernández-Miranda, Ai Weiwei, María Sancho-Arroyo y sus consejos para invertir en Arte...",2024-11-14,https://www.abc.es/cultura/cultural/paco-plaza-andoni-luis-aduriz-fogones-jose-20241114180108-nt.html
No encontramos inteligencia ahí fuera porque... no vivimos en el universo más adecuado para la vida,2024-11-14,https://www.abc.es/ciencia/encontramos-inteligencia-ahi-vivimos-universo-adecuado-vida-20241113151416-nt.html
"Marcas de lujo, bolsos exclusivos, alta joyería: así visten Ivanka y Tiffany, las hijas de Donald Trump",2024-11-14,https://www.abc.es/estilo/moda/visten-hijas-donald-trump-ivanka-tiffany-20241114155937-nt.html
"Ayudar a Valencia comprando moda de allí, tal y como hace la Reina Letizia",2024-11-14,https://www.abc.es/estilo/moda/ayudar-valencia-comprando-moda-reina-letizia-20241114091639-nt.html
"Viajar 24 días en el jet privado de Four Seasons, una experiencia de 210.000 euros con parada en España",2024-11-14,https://www.abc.es/summum/motor/viajar-dias-jet-privado-four-seasons-experiencia-20241114125658-nt.html
El cambio físico de John Krasinski para convertirse en el hombre más sexy de 2024,2024-11-14,https://www.abc.es/summum/estilo/belleza/cambio-fisico-john-krasinski-convertirse-hombre-sexy-20241114110706-nt.html
Este es el nuevo SUV de lujo de Shakira cuyo precio base ronda los 250.000 euros,2024-11-14,https://www.abc.es/summum/motor/nuevo-suv-lujo-shakira-precio-base-ronda-20241114081149-nt.html
Esto es lo que cuesta dormir en el hotel más alto de Andalucía,2024-11-14,https://www.abc.es/viajar/andalucia/cuesta-dormir-hotel-alto-andalucia-20241114103623-nts.html
Nueva oportunidad para participar en los Viajes del Imserso 2024-25: fechas y destinos en Andalucía,2024-11-14,https://www.abc.es/viajar/andalucia/nueva-oportunidad-participar-viajes-imserso-202425-fechas-20241114103624-nts.html
Segovia: una vuelta a un mundo entero por descubrir,2024-11-14,https://www.abc.es/viajar/vuelta-mundo-entero-descubrir-20241113094848-nt.html
"Así se prepara 'Los lunes al sol', la mejor tapa de España de 2024",2024-11-14,https://www.abc.es/espana/castilla-leon/prepara-mejor-tapa-espana-2024-20241114140041-nt.html
La pandemia de la diabetes: más de 800 millones de adultos afectados y creciendo,2024-11-14,https://www.abc.es/salud/enfermedades/pandemia-diabetes-800-millones-adultos-afectados-creciendo-20241114144537-nt.html
Europa revisa su decisión y decide aprobar lecanemab contra el alzhéimer,2024-11-14,https://www.abc.es/salud/enfermedades/europa-revisa-decision-decide-aprobar-lecanemab-alzheimer-20241114183614-nt.html
La mejor ensaladilla rusa de Madrid se hace en este restaurante de Alcalá de Henares y se puede probar por 8 euros,2024-11-14,https://www.abc.es/gastronomia/mejor-ensaladilla-madrid-restaurante-alcala-henares-20241114183745-nt.html
Los 'soles' de Repsol regresan a Portugal,2024-11-14,https://www.abc.es/gastronomia/soles-repsol-regresan-portugal-20241114101215-vi.html
Elon Musk denuncia que la policía británica «ha visitado» a cientos de ciudadanos por sus publicaciones en X,2024-11-14,https://www.abc.es/tecnologia/elon-musk-denuncia-policia-britanica-visitado-cientos-20241114185910-nt.html
Trastornos digestivos relacionados con la ansiedad: ¿cómo protegerse con la alimentación?,2024-11-14,https://www.abc.es/bienestar/alimentacion/trastornos-digestivos-relacionados-ansiedad-protegerse-alimentacion-20241114160750-nt.html
Cómo puedes votar por el Mejor Coche del Año 2025,2024-11-14,https://www.abc.es/motor/puedes-votar-mejor-coche-ano-2025-20241113001400-nt.html
El Mejor Coche del Año: 53 años de historia de la automoción,2024-11-14,https://www.abc.es/motor/mejor-coche-historia-automocion-20241113001300-nt.html
"Citroën C3: gana espacio, tecnología y mecánica híbrida",2024-11-14,https://www.abc.es/motor/citroen-gana-espacio-tecnologia-mecanica-hibrida-20241113001000-nt.html
"Dacia Duster: Robusto, aventurero, esencial y moderno",2024-11-14,https://www.abc.es/motor/dacia-duster-robusto-aventurero-esencial-moderno-20241113000800-nt.html
Alfa Romeo Junior: Tradición deportiva y carácter premium,2024-11-14,https://www.abc.es/motor/alfa-romeo-junior-tradicion-deportiva-caracter-premium-20241113001200-nt.html
Fiat 600: Máxima eficiencia para un nombre icónico,2024-11-14,https://www.abc.es/motor/fiat-600-maxima-eficiencia-nombre-iconico-20241113000700-nt.html
Nissan Qashqai: Tecnología avanzada y acabados superiores,2024-11-14,https://www.abc.es/motor/nissan-qashqai-tecnologia-avanzada-acabados-superiores-20241111000500-nt.html
Cupra Terramar: El carácter joven para un público más amplio,2024-11-14,https://www.abc.es/motor/cupra-terramar-caracter-joven-publico-amplio-20241113000900-nt.html
Lexus LBX: El lujo urbano con un toque contemporáneo,2024-11-14,https://www.abc.es/motor/lexus-lbx-lujo-urbano-toque-contemporaneo-20241113000600-nt.html
"Audi A3: La generación más deportiva, confortable y digital",2024-11-14,https://www.abc.es/motor/audi-generacion-deportiva-confortable-digital-20241113001100-nt.html
Omoda 5: El ariete chino para copar el mercado español,2024-11-14,https://www.abc.es/motor/omoda-ariete-chino-copar-mercado-espanol-20241113000400-nt.html
Peugeot 3008: Tecnología urbana y alma rutera,2024-11-14,https://www.abc.es/motor/peugeot-3008-tecnologia-urbana-alma-rutera-20241113000300-nt.html
"Renault 5: Renace eléctrico, futurista y con estilo retro",2024-11-14,https://www.abc.es/motor/renault-renace-electrico-futurista-estilo-retro-20241113000200-nt.html
Toyota CH-R: Eficiencia para un modelo muy urbanita,2024-11-14,https://www.abc.es/motor/toyota-chr-eficiencia-modelo-urbanita-20241113000100-nt.html
Pasión por el Sporting correspondida: la quinta concentración de peñas se celebrará en Llanera,2024-11-14,https://www.lne.es/llanera/2024/11/14/pasion-sporting-correspondida-quinta-concentracion-111675423.html
Así es el nuevo avión de pasillo único que estrena Iberia a nivel mundial y conectará Madrid con Boston y Washington,2024-11-14,https://www.lne.es/videos/economia/2024/11/14/nuevo-avion-pasillo-unico-estrena-iberia-111693752.html
Buenas noticias para los funcionarios: así subirá su sueldo en el 2025,2024-11-14,https://www.lne.es/videos/economia/2024/11/14/buenas-noticias-funcionarios-subira-sueldo-111691930.html
Extrabajadores de Alu Ibérica reivindican sus indemnizaciones,2024-11-14,https://www.lne.es/videos/economia/2024/11/14/extrabajadores-alu-iberica-reivindican-indemnizaciones-111687369.html
El bypass de la A7 en Valencia abre a la circulación con su nueva variante,2024-11-14,https://www.lne.es/videos/economia/2024/11/14/bypass-a7-valencia-abre-circulacion-111687619.html
El inesperado reajuste que van a asumir los propietarios con una hipoteca variable a partir de diciembre,2024-11-14,https://www.lne.es/finanzas-personales/2024/11/14/inesperado-reajuste-asumir-propietarios-hipoteca-111687852.html
López-Otín fascina a un abarrotado Auditorio de Oviedo en la presentación de su libro: largas colas y más de dos horas de firmas,2024-11-14,https://www.lne.es/club/2024/11/14/lopez-otin-fascina-abarrotado-auditorio-111676418.html
"Grado, escenario de la película ""Tierres"", que se rodará en los pueblos de Baselgas y Vío del Pico",2024-11-14,https://www.lne.es/grado/2024/11/14/grado-escenario-pelicula-tierres-rodara-111672395.html
Villaviciosa instalará un Punto de Atención Ciudadana para los servicios digitales del DNI,2024-11-14,https://www.lne.es/villaviciosa/2024/11/14/villaviciosa-instalara-punto-atencion-ciudadana-111699515.html
'Gladiator II' salta a la arena de la cartelera junto a la cinta de terror de Halle Berry,2024-11-14,https://www.lne.es/ocio/cine/2024/11/14/gladiator-ii-salta-arena-cartelera-111694497.html
Crítica de ‘Los últimos románticos’: retrato de una mujer insegura,2024-11-14,https://www.lne.es/ocio/cine/criticas/2024/11/14/critica-ultimos-romanticos-retrato-mujer-insegura-111697273.html
Crítica de 'El baño del diablo': el terror que se inspira en la historia,2024-11-14,https://www.lne.es/ocio/cine/criticas/2024/11/14/critica-bano-diablo-terror-inspira-111693915.html
"‘Gladiator 2’: tiburones, rinocerontes y periódicos en la Antigua Roma",2024-11-14,https://www.lne.es/ocio/cine/criticas/2024/11/14/gladiator-2-tiburones-rinocerontes-periodicos-111691459.html
Crítica de 'Nunca te sueltes': un bosque (apenas) maldito,2024-11-14,https://www.lne.es/ocio/tv/criticas/2024/11/14/critica-sueltes-bosque-apenas-maldito-111693820.html
"VÍDEO: La nave de Amazon en Siero ya roza el millar de trabajadores, la mitad asturianos",2024-11-14,https://www.lne.es/videos/siero/2024/11/14/video-nave-amazon-siero-roza-111685852.html
"VÍDEO: El centro logístico de Amazon en Siero se prepara para el ""Black Friday""",2024-11-14,https://www.lne.es/videos/siero/2024/11/14/video-centro-logistico-amazon-siero-111667958.html
"Tres meses ya sin noticias de José Antonio, que salió a caminar al monte y desapareció",2024-11-14,https://www.lne.es/sucesos/2024/11/14/tres-meses-desaparecido-sierra-almeria-111677994.html
Más ecos a la eternidad con Ridley Scott,2024-11-14,https://cordopolis.eldiario.es/ocio/ecos-eternidad-ridley-scott_1_11819277.html
"Un corto de Navidad: El niño y el pulpo, cortometraje navideño",2024-11-14,https://saposyprincesas.elmundo.es/cine-ninos/un-corto-de-navidad-el-nino-y-el-pulpo
Premios Poder Femenino 2024: Yo Dona homenajea a siete mujeres excepcionales,2024-11-14,https://videos.elmundo.es/v/x995d84-premios-poder-femenino-2024-yo-dona-homenajea-a-siete-mujeres-excepcionales?uetv_pl=yodona
Las pastelerías de Madrid que están revolucionando la Navidad con sus panettones,2024-11-14,https://recetasdecocina.elmundo.es/2024/11/mejores-pastelerias-madrid-panettone.html
El 75% de los clientes de Banco Santander se comunican de forma digital con la entidad,2024-11-14,https://www.larazon.es/hablemos-de-futuro/75-clientes-banco-santander-comunican-forma-digital-entidad_20241114672dc92e65664200019bcfa4.html
"Ni Marbella ni Mojácar, el pueblo rodeado de agua que es uno de los más bonitos de España según National Geographic",2024-11-14,https://www.larazon.es/andalucia/marbella-mojacar-pueblo-rodeado-agua-que-uno-mas-bonitos-espana-segun-national-geographic_202411146735c3d7b747ad000180cc6a.html
"¿Qué santo se celebra hoy, 14 de noviembre? Todo lo que debes saber del santoral de hoy",2024-11-14,https://www.larazon.es/religion/que-santo-celebra-hoy-14-noviembre-todo-que-debes-saber-santoral-hoy_20241114673560a5b747ad0001808bc4.html
La cultura sidrera de Asturias recibe el Premio Nacional de Hostelería 2024,2024-11-14,https://www.larazon.es/asturias/cultura-sidrera-asturias-recibe-premio-nacional-hosteleria-2024_20241114673602e0b747ad0001811d48.html
Asturias destina más de veinte millones de euros para la inclusión de personas con discapacidad,2024-11-14,https://www.larazon.es/asturias/asturias-destina-mas-veinte-millones-euros-inclusion-personas-discapacidad_202411146735c95e3ebaed0001c8cb01.html
La Guardia Civil asturiana refuerza su flota con un helicóptero de tecnología puntera,2024-11-14,https://www.larazon.es/asturias/guardia-civil-asturiana-refuerza-flota-helicoptero-tecnologia-puntera_202411146735c36bb747ad000180cbe9.html
"La cultura de la sidra asturiana, a un paso de ser Patrimonio de la Humanidad",2024-11-14,https://www.larazon.es/asturias/estas-son-tres-mejores-sidras-asturias_20241107672bd55b656642000199b733.html
El beso surgió como un ritual de limpieza señalan los científicos,2024-11-14,https://www.larazon.es/ciencia/beso-surgio-como-ritual-limpieza-senalan-cientificos_2024111467362ec3e378830001fa2019.html
La NASA detecta algo en la atmósfera a 55 millas sobre la Tierra desde la Estación Espacial Internacional,2024-11-14,https://www.larazon.es/ciencia/nasa-detecta-algo-atmosfera-55-millas-tierra-estacion-espacial-internacional-p7m_20241114673623073ebaed0001c939f2.html
Un nuevo estudio de ADN demuestra que los neandertales no se extinguieron,2024-11-14,https://www.larazon.es/ciencia/nuevo-estudio-adn-demuestra-que-neandertales-extinguieron_2024111467361084e378830001fa07e8.html
El penúltimo golpe fiscal del Gobierno a hogares y empresas,2024-11-14,https://www.larazon.es/economia/penultimo-golpe-fiscal-gobierno-hogares-empresas_2024111467355a40b747ad0001808885.html
Piden 10 años de cárcel y 10.000 euros de multa a un hombre por intentar matar a su expareja en Tenerife,2024-11-14,https://www.larazon.es/canarias/piden-10-anos-carcel-10000-euros-multa-hombre-intentar-matar-expareja-tenerife_202411146736521db747ad0001816136.html
Se disparan las infecciones de transmisión sexual en Canarias: los contagios por clamidia crecen un 60% este año,2024-11-14,https://www.larazon.es/canarias/disparan-infecciones-transmision-sexual-canarias-contagios-clamidia-crecen-60-este-ano_20241114673634d13ebaed0001c948a1.html
¿Cómo se llamaba Huesca antes? El nombre original que muy pocos conocen,2024-11-14,https://www.larazon.es/aragon/como-llamaba-huesca-antes-original-nombre-que-muy-pocos-conocen-p7m_2024111467362130e378830001fa15c8.html
"Aragón experimenta un repunte de precios del 2,2 % en octubre, superando la media nacional",2024-11-14,https://www.larazon.es/aragon/aragon-experimenta-repunte-precios-22-octubre-superando-media-nacional_20241114673611a9b747ad0001812ba9.html
Aquí viven las personas más altas de España: conoce el pueblo con la mayor estatura promedio del país,2024-11-14,https://www.larazon.es/aragon/aqui-viven-personas-mas-altas-espana-conoce-pueblo-mayor-estatura-promedio-pais_202411146735eab4b747ad000180fb67.html
Aragón anuncia ayudas de hasta 60.480 euros para viviendas afectadas por la DANA,2024-11-14,https://www.larazon.es/aragon/aragon-anuncia-ayudas-60480-euros-viviendas-afectadas-dana_202411146735d83e3ebaed0001c8df69.html
"Los 5 errores más comunes al intentar perder peso y cómo evitarlos, según Pablo Ojeda",2024-11-14,https://www.larazon.es/familia/5-errores-mas-comunes-intentar-perder-peso-como-evitarlos-segun-pablo-ojeda_20241114673648c03ebaed0001c9599c.html
El miedo a envejecer: ¿Qué es la midorexia y cómo detectarla?,2024-11-14,https://www.larazon.es/familia/miedo-envejecer-que-midorexia-como-detectarla_20241114673612d5b747ad0001812d02.html
Hasta qué edad hay obligación de pagar la pensión alimenticia en España,2024-11-14,https://www.larazon.es/familia/que-edad-hay-obligacion-pagar-pension-alimenticia-espana_202411146735d2143ebaed0001c8d698.html
Tortilla de patatas: dónde se inventó y cuál es su origen,2024-11-14,https://www.larazon.es/gastronomia/tortilla-patatas-donde-invento-cual-origen_202411146735f3bd3ebaed0001c9042f.html
"Lombarda rehogada, un plato sencillo pero con un color sorprendente",2024-11-14,https://www.larazon.es/gastronomia/lombarda-rehogada-plato-sencillo-pero-color-sorprendente_202411146735d1843ebaed0001c8d5e3.html
El planazo de tres días para disfrutar de lo mejor de Cantabria,2024-11-14,https://www.larazon.es/cantabria/planazo-tres-dias-disfrutar-mejor-cantabria_202411146735bd0cb747ad000180c510.html
Cantabria invierte 500.000 euros en un proyecto contra incendios en centrales nucleares,2024-11-14,https://www.larazon.es/cantabria/cantabria-invierte-500000-euros-proyecto-incendios-centrales-nucleares_2024111467352cae3ebaed0001c86d9c.html
Extremadura hará un simulacro de alerta radiológica y química,2024-11-14,https://www.larazon.es/sociedad/extremadura-hara-simulacro-alerta-radiologica-quimica_202411146735b2693ebaed0001c8b3e3.html
"“Solidaridad sobre ruedas”, el movimiento de los pilotos españoles en solidaridad con Valencia",2024-11-14,https://www.larazon.es/motor/solidaridad-ruedas-movimiento-pilotos-espanoles-solidaridad-valencia_202411146735e3c23ebaed0001c8edb9.html
El Comercio: Diario de Asturias,2024-11-15,https://www.elcomercio.es/de-tiendas/moda-y-belleza/gorros-invierno-gustos-tipos-cabeza-20241115113502-ntrc.html
Cómo evitar las caídas más frecuentes cuando cumplimos muchos años,2024-11-15,https://www.elcomercio.es/vivir/evitar-caidas-frecuentes-cumplimos-anos-20241115191702-ntrc.html
Esa tos... no sé si es buena,2024-11-15,https://www.elcomercio.es/vivir/salud/tos-buena-20241114002018-ntrc.html
Podcast: COP29. Una cumbre paralizada que sirve para muy poco: menos dinero y menor compromiso,2024-11-15,https://www.elcomercio.es/podcast/el-amplificador/cop29-nuevo-pacto-verde-global-promesas-vacias-20241115193355-audrc.html
Una talento joven BBVA: «El riesgo de que la mano humana pierda relevancia frente a la IA es elevadísimo»,2024-11-15,https://www.elcomercio.es/xlsemanal/talento-joven/talento-joven-bbva-maria-jose-martinez-perez-ia-riesgo-humanos.html
Cuando Hitler planeó bombardear Londres con billetes,2024-11-15,https://www.elcomercio.es/xlsemanal/historia/plan-hitler-bombardeo-billetes-londres-operacion-bernhard.html
La casa de la pradera: medio siglo en el medio oeste,2024-11-15,https://www.elcomercio.es/xlsemanal/a-fondo/la-casa-de-la-pradera-serie-50-aniversario-television-exito.html
"Manuel Alejandro, el compositor desconocido como Luis Miguel o Raphael",2024-11-15,https://www.elcomercio.es/xlsemanal/personajes/manuel-alejandro-compositor-rocio-jurado-luis-miguel-reconocimiento-entrevista.html
Quedan 72 minutos para el fin del mundo,2024-11-15,https://www.elcomercio.es/xlsemanal/a-fondo/tercera-guerra-mundial-fin-mundo-libro-annie-jacobsen-seguridad-eeuu.html
El Escorial: Los rincones prohibidos que el público no puede visitar,2024-11-15,https://www.elcomercio.es/xlsemanal/a-fondo/el-escorial-fotografias-rincones-prohibidos-para-publico-aniversario-40-patrimonio-humanidad.html
"Brian Cogan, el juez al que los narcos han puesto precio",2024-11-15,https://www.elcomercio.es/xlsemanal/a-fondo/brian-cogan-juez-narcos-ponen-precio-condena-garcia-luna-chapo-guzman.html
Lita Cabellut: «¡Basta ya de venderme como la artista viva española más cotizada!»,2024-11-15,https://www.elcomercio.es/xlsemanal/personajes/lita-cabellut-artista-mas-cotizada-goya-disparates-exposicion-entrevista.html
Iker Cortés: La gran 'Mamen Mayo',2024-11-15,https://www.elcomercio.es/pantallas/series/iker-cortes-gran-mamen-mayo-20241114004138-ntrc.html
Avilés aprueba un manifiesto contra la violencia machista con los votos en contra de Vox,2024-11-15,https://www.lavozdeasturias.es/noticia/aviles/2024/11/15/aviles-aprueba-manifiesto-contra-violencia-machista-unico-rechazo-vox/00031731667812650920256.htm
Devuelven a sus propietarios mil productos robados en Avilés,2024-11-15,https://www.lavozdeasturias.es/noticia/aviles/2024/11/15/devuelven-propietarios-mil-productos-robados-aviles/00031731666852250674929.htm
Oviedo contará con 270 millones de presupuesto para 2025,2024-11-15,https://www.lavozdeasturias.es/noticia/oviedo/2024/11/15/oviedo-contara-270-millones-presupuesto-2025/00031731672679562260349.htm
Los usuarios de la Residencia Santa Teresa se sentirán como en casa: así son las nuevas unidades de convivencia,2024-11-15,https://www.lavozdeasturias.es/noticia/oviedo/2024/11/15/usuarios-residencia-santa-teresa-sentiran-casa-nuevas-unidades-convivencia/00031731671331167480818.htm
Del McDonald's de Oviedo a protagonizar una serie sobre el 11M: «No sabía que Asturias estaba implicada»,2024-11-15,https://www.lavozdeasturias.es/noticia/oviedo/voz-oviedo/2024/11/15/mcdonalds-oviedo-protagonizar-serie-sobre-11m-sabia-asturias-implicada/00031731655951044369155.htm
Maria Nicolau conversa sobre ‘Cremo!’ amb els lectors de Quadern,2024-11-15,https://elpais.com/quadern/club-de-lectura/2024-11-15/maria-nicolau-conversa-sobre-cremo-amb-els-lectors-de-quadern.html?autoplay=1
Maria Nicolau conversa sobre ‘Cremo!’ amb els lectors de Quadern,2024-11-15,https://elpais.com/quadern/club-de-lectura/2024-11-15/maria-nicolau-conversa-sobre-cremo-amb-els-lectors-de-quadern.html
El passat i el present del carrer Petritxol de Barcelona en una tassa de xocolata,2024-11-15,https://elpais.com/quadern/gastronomia/2024-11-15/el-passat-i-el-present-del-carrer-petritxol-de-barcelona-en-una-tassa-de-xocolata.html
La broma infinita d’Oriol Pla,2024-11-15,https://elpais.com/quadern/teatre/2024-11-15/la-broma-infinita-doriol-pla.html
El passat i el present del carrer Petritxol de Barcelona en una tassa de xocolata,2024-11-15,https://elpais.com/quadern/gastronomia/2024-11-15/el-passat-i-el-present-del-carrer-petritxol-de-barcelona-en-una-tassa-de-xocolata.html
Dutch 24-year-old who swindled crime bosses with cryptocurrencies is arrested in Marbella,2024-11-15,https://english.elpais.com/international/2024-11-15/dutch-24-year-old-who-swindled-crime-bosses-with-cryptocurrencies-is-arrested-in-marbella.html
Gonzalo Capellán (presidente de La Rioja): “No tenemos AVE pero con la misma red y nuevos trenes se llegaría a Logroño en tres horas”,2024-11-15,https://cincodias.elpais.com/extras/la-rioja/2024-11-15/gonzalo-capellan-presidente-de-la-rioja-no-tenemos-ave-pero-con-la-misma-red-y-nuevos-trenes-se-llegaria-a-logrono-en-3-horas.html
CaixaBank se alía con BlackRock para atender a sus 140.000 clientes de banca privada,2024-11-15,https://cincodias.elpais.com/fondos-y-planes/2024-11-15/caixabank-se-alia-con-blackrock-para-atender-a-sus-140000-clientes-de-banca-privada.html
Así son los cinco mercadillos navideños más bonitos de Europa,2024-11-15,https://elpais.com/escaparate/viajes/2024-11-15/asi-son-los-cinco-mercadillos-navidenos-mas-bonitos-de-europa.html
Tres 'monstruos rojos' en el Universo primitivo vuelven a desconcertar a los astrónomos,2024-11-15,https://www.abc.es/ciencia/tres-monstruos-rojos-universo-primitivo-vuelven-desconcertar-20241115130746-nt.html
"Tabanco La Santa: tapeo del sur, vinos de Jerez por copas y cañas a 1,5 euros",2024-11-15,https://www.abc.es/gastronomia/tabanco-santa-tapeo-sur-vinos-jerez-copas-20241115184904-nt.html
"Qué es el método Sakuma, un entrenamiento japonés de 5 minutos para activar todos los músculos",2024-11-15,https://www.abc.es/summum/living/salud-fitness/metodo-sakuma-entrenamiento-japones-minutos-activar-musculos-20241115130241-nt.html
El Aston Martin con detalles en oro de 18 quilates que celebra los 60 años de su unión con James Bond,2024-11-15,https://www.abc.es/summum/motor/aston-martin-edicion-limitada-detalles-oro-quilates-20241115162722-nt.html
"Alejandro Sanz y David Bisbal, dos estilos opuestos en la alfombra roja de los Latin Grammy 2024",2024-11-15,https://www.abc.es/summum/estilo/moda/alejandro-sanz-david-bisbal-dos-estilos-opuestos-20241115100002-nt.html
"La exótica, divertida y marinera ruta que termina en una cueva dedicada a Buda",2024-11-15,https://www.abc.es/viajar/andalucia/exotica-divertida-marinera-ruta-termina-cueva-dedicada-20241115160343-nts.html
Descubren el talón de Aquiles de las bacterias resistentes a los antibióticos,2024-11-15,https://www.abc.es/salud/enfermedades/descubren-talon-aquiles-bacterias-resistentes-antibioticos-20241115141532-nt.html
El amigo del colesterol que favorece la aterosclerosis y la enfermedad cardiovascular,2024-11-15,https://www.abc.es/salud/enfermedades/colesterol-unico-implicado-enfermedad-cardiovascular-20241115141750-nt.html
Una talento joven BBVA: «El riesgo de que la mano humana pierda relevancia frente a la IA es elevadísimo»,2024-11-15,https://www.abc.es/xlsemanal/talento-joven/talento-joven-bbva-maria-jose-martinez-perez-ia-riesgo-humanos.html
Cuando Hitler planeó bombardear Londres con billetes,2024-11-15,https://www.abc.es/xlsemanal/historia/plan-hitler-bombardeo-billetes-londres-operacion-bernhard.html
La casa de la pradera: medio siglo en el medio oeste,2024-11-15,https://www.abc.es/xlsemanal/a-fondo/la-casa-de-la-pradera-serie-50-aniversario-television-exito.html
"Manuel Alejandro, el compositor desconocido como Luis Miguel o Raphael",2024-11-15,https://www.abc.es/xlsemanal/personajes/manuel-alejandro-compositor-rocio-jurado-luis-miguel-reconocimiento-entrevista.html
Quedan 72 minutos para el fin del mundo,2024-11-15,https://www.abc.es/xlsemanal/a-fondo/tercera-guerra-mundial-fin-mundo-libro-annie-jacobsen-seguridad-eeuu.html
